price,description,lien_produit,name,image_url,regular_price,discount,stock_availability,brand,category,offre,garantie 
399.0,"Barre de son THOMSON avec caisson de basses filaire - Emplacement du caisson de basses: séparé - Connectivité Bluetooth - AudioSystème : 2.1 canaux - Entrées Optique, RCA, USB Lecture, AUX-IN 3.5mm - Fixation murale possible - Puissance de sortie RMS: 200 W - Avec Télécommande - Couleur Noir - Garantie 1 an",https://www.tunisianet.com.tn/barre-de-son/76041-barre-de-son-thomson-sb250bt-avec-caisson-de-basses-filaire-200w.html,Barre de son THOMSON SB250BT avec caisson de basses filaire / 200W,https://www.tunisianet.com.tn/373032-home/barre-de-son-thomson-sb250bt-avec-caisson-de-basses-filaire-200w.jpg,-1.0,0,En stock,Thomson,"['Accueil', 'TV-Son-Photos', 'SON', 'Ensemble Home Cinéma']",no offer,12
65.0,AUX - USB - Wifi - Bluetooth - Phone Function - Play Video - Channels 2 - Power Source DC - Display Screen - Radio - MP3 -Puissance 30W - Frequency Range 55Hz - 20KHz - Wi-Fi Music Amazon Music,https://www.tunisianet.com.tn/radio-reveil-tunisie/49045-haut-parleur-havit-m3-radio-reveil-micro-tf-carte.html,Haut Parleur Havit M3 Radio / Réveil / Micro /TF Carte,https://www.tunisianet.com.tn/199925-home/haut-parleur-havit-m3-radio-reveil-micro-tf-carte.jpg,-1.0,0,En stock,Havit,"['Accueil', 'TV-Son-Photos', 'SON', 'Radio - Réveil']",no offer,0
79.0,Batteur Taurus913528- Puissance 300 W - 5 vitesses - Fonction Turbo - Fouets et crochets détachables - Bouton d'éjection - Accessoires compatibles au lave-vaisselle - Garantie 1 an,https://www.tunisianet.com.tn/batteur-electrique-tunisie/56229-batteur-a-main-taurus-913528-300w.html,Batteur À MAIN Taurus 913528 / 300W,https://www.tunisianet.com.tn/248939-home/batteur-a-main-taurus-913528-300w.jpg,-1.0,0,En stock,Taurus,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Batteurs']",no offer,12
59.0,Puissance 250W - 2xvitesses - 2xlames -Matériau du piedSynthétique -Entretien facile-Garantie 1 an,https://www.tunisianet.com.tn/mixeur-plongeant-tunisie/56614-mixeur-plongeant-tristar-mx-4800-250w-blanc.html,Mixeur plongeant Tristar MX-4800 / 250W / Blanc,https://www.tunisianet.com.tn/251669-home/mixeur-plongeant-tristar-mx-4800-250w-blanc.jpg,-1.0,0,En stock,Tristar,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Mixeurs / Blenders']",no offer,12
799.0,"Écran 15.6"" HD (1366 x 768), Antireflet - Processeur Intel Celeron N4020, (jusqu'à 2.80 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 256 Go NVMe - Carte graphique Intel UHD 600 intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W - Caméra HD 720p - Wi-Fi 6 - Bluetooth 5.1 - 1x HDMI 1.4b - 1x prise combo casque/microphone (3.5 mm) - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - Couleur Gris Nuage -Windows 11 - Garantie 2 ans+ ",https://www.tunisianet.com.tn/pc-portable-tunisie/71404-pc-portable-lenovo-ideapad-1-15igl7-intel-celeron-n4020-8-go-256-go-ssd-gris-windows-11-avec-sac-offert.html,PC Portable Lenovo IdeaPad 1 15IGL7 / Intel Celeron N4020 / 8 Go / 256 Go SSD / Gris / Windows 11 + Sacoche Lenovo T210 Offerte,https://www.tunisianet.com.tn/362774-home/pc-portable-lenovo-ideapad-1-15igl7-intel-celeron-n4020-8-go-256-go-ssd-gris-windows-11-avec-sac-offert.jpg,-1.0,0,En stock,Lenovo,"['Accueil', 'Informatique', 'Ordinateur Portable', 'Pc Portable']",Sacoche Lenovo T210 Offerte,24
75.0,Puissance 750W -Cuit 2x Gaufres à la fois -Revêtement anti adhésif -Corps en bakélite -Chaque “Croque” est coupé en diagonale -Système de verrouillage-Contrôle automatique de la température -Témoins de chauffe et de mise en fonction-Poignée isolante -Parois froides - Garantie 1 an,https://www.tunisianet.com.tn/appareil-de-cuisson-convivial/43295-gaufrier-kiwi-ksm-2405w-750w-noir.html,Gaufrier Kiwi KSM-2405W / 750W / Noir,https://www.tunisianet.com.tn/170412-home/gaufrier-kiwi-ksm-2405w-750w-noir.jpg,-1.0,0,En stock,Kiwi-home,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Appareil de cuisson / Convivial']",no offer,12
729.0,6 * Paiement sansintérêt - Réfrigérateur Montblanc FRS23 - 2 Portes - Système de refroidissement: DeFrost - Classe énergétique 3 - Classe climatique: N - Système de froid: statique - Nombre d’étoiles: 2 - Volume brut total: 230L - Volume utile Réfrigérateur: 195 Litres - Volume utile Congélateur: 15 Litres - Dégivrage semi automatique - Tension d'alimentation: 230V-50Hz - Thermostat réglable - Porte réversible - Balconnets amovibles - Dimensions: 55 x56 x 124 cm - Poids: 36 kg - Couleur Rose Saumon - Garantie 2 ans,https://www.tunisianet.com.tn/refrigerateur-tunisie/71477-refrigerateur-montblanc-frs23-defrost-230-litres-rose-saumon.html,Réfrigérateur Montblanc FRS23 / DeFrost / 230 Litres / Rose Saumon,https://www.tunisianet.com.tn/349515-home/refrigerateur-montblanc-frs23-defrost-230-litres-rose-saumon.jpg,-1.0,0,En stock,MontBlanc,"['Accueil', 'Electroménager', 'Gros Electro Cuisine', 'Réfrigérateurs']",no offer,24
1049.0,Congélateur Horizontal Brandt BFK720MSW- Capacité 200L -Pouvoir de congélation: 13kg/ 24h - Classe énergétique A+ - Dégivrage Manuel -Eclairage LED - Congélation rapide - Dimensions845 x 705 x 545 mm - Couleur Blanc - Garantie 2 ans,https://www.tunisianet.com.tn/congelateur-tunisie/40961-congelateur-horizontal-brandt-bfk720msw-200l-blanc.html,Congélateur Horizontal Brandt BFK720MSW / 200L / Blanc,https://www.tunisianet.com.tn/342640-home/congelateur-horizontal-brandt-bfk720msw-200l-blanc.jpg,-1.0,0,En stock,Brandt,"['Accueil', 'Electroménager', 'Gros Electro Cuisine', 'Congélateurs']",no offer,24
279.0,Four Électrique PROFFM4505B - Volume: 45 Litres - Puissance: 1400 Watts - Thermostat Réglable: Jusqu'à 230°C - Minuterie réglable: 90 min - Arrêt automatique - Chaleur tournante - 6 Fonctions - Fonction Yaourt - Cavité Emaillée - Nettoyage a Vapeur - Thermostat capillaire - Alimentation: 220-240V/50-60hz - 1 x Grill - 1 x Plateau - CouleurGris - Garantie 1 an,https://www.tunisianet.com.tn/four-electrique-tunisie-micro-onde/76320-four-electrique-proff-m4505g-45-litres-1400-watts-gris.html,Four Électrique PROFF M4505G 45 Litres / 1400 Watts / Gris,https://www.tunisianet.com.tn/374681-home/four-electrique-proff-m4505g-45-litres-1400-watts-gris.jpg,-1.0,0,En stock,PROFF,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Mini four électrique / Micro-onde']",no offer,12
56.0,Microphone Spirit of Gamer EKO - Microphone omnidirectionnel gaming et streaming - Filtre de réduction de bruit - Pied articulé et microphone détachable - Contrôle du volume et fonction mute - Fréquence: 70Hz-10KHz - Longueur du câble: 1.4m - Conception en plastique - Installation Plug & Play - Dimensions: 120 x 120 x 225 m - Poids: 190g - Compatibilité: PC / MAC / PS4 / XBOX One - Garantie 1 an,https://www.tunisianet.com.tn/microphone/40547-microphone-spirit-of-gamer-eko-noir-rouge.html,Microphone Spirit of Gamer EKO / Noir & Rouge,https://www.tunisianet.com.tn/155429-home/microphone-spirit-of-gamer-eko-noir-rouge.jpg,-1.0,0,En stock,Spirit of Gamer,"['Accueil', 'TV-Son-Photos', 'SON', 'Microphone']",no offer,12
3669.0,"Barre de son JBL BAR 800 PRO - Puissance totale 720 W - Alimentation 100 à 240 V CA, ~ 50/60 Hz - Bluetooth 5.0 - Wi-Fi - HDMI - Port USB type A - 3 haut-parleurs en forme de circuit automobile (46 x 90 mm), 3 tweeters (20 mm), 2 haut-parleurs large bande à rayonnement indirect (70 mm) - 1 pilote de circuit (46 x 90 mm) - Réponse en fréquence : 35 Hz – 20 kHz (-6 dB) -Technologie d'amélioration du dialogue purevoice - HDMI eARC avec intercommunication Dolby vision 4k - Dimensions de la barre de son (L x H x P) : 1 174 x 56 x 120 mm - Dimensions du caisson de basses (L x H x P) : 305 x 440,4 x 305 mm - Garantie 1 an",https://www.tunisianet.com.tn/barre-de-son/62492-barre-de-son-jbl-bar-800-pro.html,Barre de son JBL BAR 800 PRO,https://www.tunisianet.com.tn/291506-home/barre-de-son-jbl-bar-800-pro.jpg,-1.0,0,En stock,JBL,"['Accueil', 'TV-Son-Photos', 'SON', 'Barre de son']",no offer,12
499.0,"Barre de son THOMSONCOSY SB402BT - Connectivité Bluetooth : 5.0 - Puissance musicale totale : 200 W - Entrées : TV AUDIO, OPTIQUE (câble inclus), AUX-IN 3.5mm (câble inclus), USBÉgaliseur (film, musique, voix) - Fixation murale possible -Télécommande (2 x AAA non incluses) - Alimentation secteur (adaptateur DC 24 V — 1.5 A inclus) - Couleur Noir - Garantie 1 an",https://www.tunisianet.com.tn/barre-de-son/76042-barre-de-son-thomson-bluetooth-cosy-sb402bt.html,Barre de son THOMSON  Bluetooth COSY SB402BT,https://www.tunisianet.com.tn/373042-home/barre-de-son-thomson-bluetooth-cosy-sb402bt.jpg,-1.0,0,En stock,Thomson,"['Accueil', 'TV-Son-Photos', 'SON', 'Ensemble Home Cinéma']",no offer,12
79.0,"Haut Parleur Bluetooth Mikado X26M Waves Mini- Matériel en Métal - Puissance 5W - Interfaces:Bluetooth, USB, Jack 3.5mm - Radio FM - Batterie 600 mAh (3.7V) - Diamétre 45mm - Fréquence 100Hz - 16KHz - Distance de fonctionnement up to 10m - Garantie 1 an",https://www.tunisianet.com.tn/haut-parleur/38406-haut-parleur-bluetooth-mikado-x26m-waves-mini-5w-noir.html,Haut Parleur Bluetooth Mikado X26M Waves Mini / 5W / Noir,https://www.tunisianet.com.tn/144750-home/haut-parleur-bluetooth-mikado-x26m-waves-mini-5w-noir.jpg,-1.0,0,En stock,Mikado,"['Accueil', 'TV-Son-Photos', 'SON', 'Radio - Réveil']",no offer,12
89.0,Batteur Arzum Mixxi - Puissance: 700 W -5 vitesses - Fonction Turbo - Accessoires fournis : 2 fouetset 2 pétrisseurs -Bouton d'éjection automatique des accessoires - Couleur Rouge - Garantie3 ans,https://www.tunisianet.com.tn/batteur-electrique-tunisie/28799-batteur-arzum-mixxi-ar1023-700-w-rouge.html,Batteur Arzum Mixxi AR1023 / 700 W / Rouge,https://www.tunisianet.com.tn/92088-home/batteur-arzum-mixxi-ar1023-700-w-rouge.jpg,-1.0,0,En stock,Arzum,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Batteurs']",no offer,36
65.0,Puissance: 500 Watts - Lame en acier inoxydable - Pieds en plastique - Conception ergonomique - Structure amovible pour un nettoyage facile - Couleur: Blanc - Garantie: 1 an,https://www.tunisianet.com.tn/mixeur-plongeant-tunisie/68824-mixeur-plongeant-taurus-916341-500w-blanc-rose.html,MIXEUR PLONGEANT TAURUS 916341 / 500W / BLANC & ROSE,https://www.tunisianet.com.tn/328910-home/mixeur-plongeant-taurus-916341-500w-blanc-rose.jpg,-1.0,0,En stock,Taurus,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Mixeurs / Blenders']",no offer,12
155.0,Visseuse Sans Fil Xiaomi Mi Cordless Screwdriver-Tension nominale3.6V -Vitesse à vide200 tr/min -Temps de charge120-180 minutes -Éclairage clair avec la lumière annulaire LED -Embouts en acier de haute qualité S2 ×12 -Cadran innovantBascule de sens de rotation à une main -PoidsEnviron. 350g,https://www.tunisianet.com.tn/accessoires-reseau/53928-visseuse-sans-fil-xiaomi-mi-cordless-screwdriver-36v.html,Visseuse Sans Fil Xiaomi Mi Cordless Screwdriver / 3.6V,https://www.tunisianet.com.tn/232455-home/visseuse-sans-fil-xiaomi-mi-cordless-screwdriver-36v.jpg,-1.0,0,En stock,Xiaomi,"['Accueil', 'Réseau & Connectiques', 'Coffrets et Accessoires', 'Accessoires']",no offer,0
799.0,"‎Écran 15.6"" HD (1366 x 768) - Processeur AMD Athlon Silver 7120U,jusqu'à 3.5 Ghz, 3 Mo de cache - Mémoire 8 Go LPDDR5-5500 MHz - Disque SSD 256 Go M.2 PCIe 4.0 NVMe - Carte Graphique AMD Radeon 610M - 2x Haut-parleurs 1.5W - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi - Bluetooth 5.1 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x Ethernet (RJ-45) - 1x Jack (3.5 mm) - Couleur Noir - Windows 11 -Garantie 2 ans + ",https://www.tunisianet.com.tn/pc-portable-tunisie/76826-pc-portable-lenovo-ip1-athlon-silver-7120u-8g-256ssd-grey-avec-sacoche-offert.html,PC PORTABLE LENOVO IP1 / ATHLON SILVER 7120U / 8G 256SSD /  GREY /  Windows 11 AVEC SACOCHE OFFERT,https://www.tunisianet.com.tn/377713-home/pc-portable-lenovo-ip1-athlon-silver-7120u-8g-256ssd-grey-avec-sacoche-offert.jpg,-1.0,0,En stock,Lenovo,"['Accueil', 'Informatique', 'Ordinateur Portable', 'Pc Portable']",Sacoche Lenovo T210 Offerte,24
75.0,"Bouilloire Kiwi - Puissance : 2000W - Capacité : 1,8 Litres - Matériel : Pin - Fonctionnement sans fil à 360 degrés - Facile à utiliser - Corps en verre résistent à la chaleur et aux taches Sécurité à sec - Arrêt automatique - Élément inox integer - Ouverture de couvercle par une seule touché - Couleur : Noir - Garantie : 1 an",https://www.tunisianet.com.tn/appareil-de-cuisson-convivial/76482-bouilloire-electrique-kiwi-2000w-noir.html,"BOUILLOIRE ÉLECTRIQUE KIWI / 2000W / 1,8 L /  NOIR",https://www.tunisianet.com.tn/375598-home/bouilloire-electrique-kiwi-2000w-noir.jpg,-1.0,0,En stock,Kiwi-home,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Appareil de cuisson / Convivial']",no offer,12
729.0,Paiement 6 * Sans intérêt -Réfrigérateur Montblanc FBP23 - 2 Portes - Système de refroidissement: DeFrost - Classe énergétique 3 - Classe climatique: N - Système de froid: statique - Nombre d’étoiles: 2 - Volume brut total: 230L - Volume utile Réfrigérateur: 195 Litres - Volume utile Congélateur: 15 Litres - Dégivrage semi automatique - Tension d'alimentation: 230V-50Hz - Thermostat réglable - Porte réversible - Balconnets amovibles - Dimensions: 55 x56 x 124 cm - Poids: 36 kg - Couleur Bleu Pastel - Garantie 2 ans,https://www.tunisianet.com.tn/refrigerateur-tunisie/71478-refrigerateur-montblanc-fbp23-defrost-230-litres-bleu-pastel.html,Réfrigérateur Montblanc FBP23 / DeFrost / 230 Litres / Bleu Pastel,https://www.tunisianet.com.tn/349514-home/refrigerateur-montblanc-fbp23-defrost-230-litres-bleu-pastel.jpg,-1.0,0,En stock,MontBlanc,"['Accueil', 'Electroménager', 'Gros Electro Cuisine', 'Réfrigérateurs']",no offer,24
1079.0,Congelateur SABA - ClaClasse énergétique : A+ - Volume total : 209 litres - Niveau sonore maximum : 39 db - Thermostat ajustable - Alimentation : 220 - 240 V / 50 Hz - Gaz réfrigérant : R600A - Puissance électrique : 81 Watt - Dimension(L*P*H) : 89 X 69 X 86 cm - Garantie : 1 an,https://www.tunisianet.com.tn/congelateur-tunisie/76787-congelateur-saba-290litre-blanc.html,Congelateur SABA 220L  /  Blanc,https://www.tunisianet.com.tn/377426-home/congelateur-saba-290litre-blanc.jpg,-1.0,0,En stock,SABA,"['Accueil', 'Electroménager', 'Gros Electro Cuisine', 'Congélateurs']",no offer,12
279.0,Four Électrique PROFFM4505B - Volume: 45 Litres - Puissance: 1400 Watts - Thermostat Réglable: Jusqu'à 230°C - Minuterie réglable: 90 min - Arrêt automatique - Chaleur tournante - 6 Fonctions - Fonction Yaourt - Cavité Emaillée - Nettoyage a Vapeur - Thermostat capillaire - Alimentation: 220-240V/50-60hz - 1 x Grill - 1 x Plateau - Couleur Noir - Garantie 1 an,https://www.tunisianet.com.tn/four-electrique-tunisie-micro-onde/76319-four-electrique-proff-m4505b-45-litres-1400-watts-noir.html,Four Électrique PROFF M4505B 45 Litres / 1400 Watts / Noir,https://www.tunisianet.com.tn/374679-home/four-electrique-proff-m4505b-45-litres-1400-watts-noir.jpg,-1.0,0,En stock,PROFF,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Mini four électrique / Micro-onde']",no offer,12
61.0,Microphone Gamer RampageRMX-M9 Cobra - éclairage LEDrouge - réduction de bruit réglable -Avec coussin-Connectivité USB - Couleur Noir et Rouge - Garantie 1 an,https://www.tunisianet.com.tn/microphone/50122-microphone-gamer-rampage-rmx-m9-cobra.html,Microphone Gamer Rampage RMX-M9 COBRA,https://www.tunisianet.com.tn/206078-home/microphone-gamer-rampage-rmx-m9-cobra.jpg,-1.0,0,En stock,Rampage,"['Accueil', 'TV-Son-Photos', 'SON', 'Microphone']",no offer,12
3899.0,"Barre de son cinéma - Design compact et élégant -2 tweeters de 25mm, 5 woofers de 50mm-Puissance de sortie210W RMS -Version Bluetooth4.3 -Bande de fréquences de l'émetteur Bluetooth2402 - 2480MHz -Puissance de l'émetteur Bluetooth<10dBm -Modulation de l'émetteur BluetoothGFSK, π/4 DQPSK, 8DPSK -Réseau sans fil802.11 a/b/g/n/ac (2,4 GHz/ 5GHz) -Son surround MultiBeam - Design distingué -Configuration simple avec Google Home - Dimensions790 x 65 x 130mm- CouleurGris - Garantie 1 an",https://www.tunisianet.com.tn/barre-de-son/59045-barre-de-son-harman-kardon-citation-multi-beam-700-compact-avec-citation-sans-fil-subwoofer-deep-bass-gris.html,Barre de son Harman Kardon Citation Multi Beam 700 Compact avec Citation Sans Fil Subwoofer Deep Bass / Gris,https://www.tunisianet.com.tn/269720-home/barre-de-son-harman-kardon-citation-multi-beam-700-compact-avec-citation-sans-fil-subwoofer-deep-bass-gris.jpg,-1.0,0,En stock,Harman Kardon,"['Accueil', 'TV-Son-Photos', 'SON', 'Barre de son']",no offer,12
549.0,Barre de son TELEFUNKEN - Caisson de basses inclus - Emplacement du caisson de basses: séparé - Connectivité Bluetooth - AudioSystème : 2.1 canaux - Puissance de sortie RMS: 80 W - Couleur Noir - Garantie 1 an,https://www.tunisianet.com.tn/barre-de-son/62723-barre-de-son-telefunken-bluetooth.html,Barre de son TELEFUNKEN / Bluetooth,https://www.tunisianet.com.tn/292830-home/barre-de-son-telefunken-bluetooth.jpg,-1.0,0,En stock,Telefunken,"['Accueil', 'TV-Son-Photos', 'SON', 'Ensemble Home Cinéma']",no offer,12
115.0,"Radio-réveil Sans Fil PHILIPS TAR3205/98 - Puissance de sortie RMS: 200 mW - Systeme audio Mono - Diamètre du pilote sur toute la gamme: 2"" - Nombre de haut-parleurs à gamme complète: 1 - Antenne FM - Bandes d'accordeur FM - Nombre de stations préréglées: 10 - Gamme de fréquences FM: 87,5 - 108 MHz - Consommation d'énergie en veille: 1W - Consommation d'énergie de fonctionnement 3W - Type de puissance: Entrée CA - Batterie de résérve: 2x AAA - Entrée d'alimentation CA: 100-240 V, 50/60 Hz - Nombre d'alarmes: 2 - Minuterie de mise en veille: 15/ 30/ 60/ 90/ 120 minutes - Snooze (répéter l'alarme): 9 minutes - Horloge DIRIGÉ Numérique - Dimensions: 5.4 x 13.1 x 13.1 cm - Poids: 204 g - Couleur Noir - Garantie 1 an",https://www.tunisianet.com.tn/radio-reveil-tunisie/73950-radio-reveil-sans-fil-philips-tar3205-noir.html,Radio-réveil Sans Fil PHILIPS TAR3205 / Noir,https://www.tunisianet.com.tn/361559-home/radio-reveil-sans-fil-philips-tar3205-noir.jpg,-1.0,0,En stock,PHILIPS,"['Accueil', 'TV-Son-Photos', 'SON', 'Radio - Réveil']",no offer,12
95.0,Sélecteur 5 vitesses + Turbo - Bouton d’éjection des fouets - Fouets et Crochets Chromés - Alimentation 220-240V~ 50Hz - Puissance 300W - Couleur Noir - Garantie 1 an,https://www.tunisianet.com.tn/batteur-electrique-tunisie/49035-batteur-a-main-techwood-tmm-3006-noir.html,Batteur à main Techwood TMM-3006 / Noir,https://www.tunisianet.com.tn/199862-home/batteur-a-main-techwood-tmm-3006-noir.jpg,-1.0,0,En stock,Techwood,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Batteurs']",no offer,12
75.0,"Puissance 300W -Base avec 1 bouton -Pied amovible avec couteau 2 lames en acier inoxydable -Poignée ergonomique - Dimensions7,8 x 6,5 x 37 cm - Garantie 1 an",https://www.tunisianet.com.tn/mixeur-plongeant-tunisie/45711-mixeur-plongeon-livoo-dop213n-300w.html,Mixeur Plongeon Livoo DOP213N / 300W,https://www.tunisianet.com.tn/183742-home/mixeur-plongeon-livoo-dop213n-300w.jpg,-1.0,0,En stock,Livoo,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Mixeurs / Blenders']",no offer,12
175.0,Hotte Standard Inox 60cm - 3 vitesses - Boutons - Débit : 300 m3/h - Eclairage : lampe 40W - Filtre aluminium lavable - Filtre anti-odeur en charbon Inclus - Classe énergétique A - Diamètre évacuation : 125 mm - Garantie 2 ans,https://www.tunisianet.com.tn/hotte-aspirante-tunisie/31050-hotte-standard-focus-f600x-inox-60-cm.html,Hotte Standard Focus F.600X / Inox / 60 cm,https://www.tunisianet.com.tn/104002-home/hotte-standard-focus-f600x-inox-60-cm.jpg,-1.0,0,En stock,FOCUS,"['Accueil', 'Electroménager', 'Gros Electro Cuisine', 'Hottes']",no offer,24
159.0,"Coffret de 24 tournevis Xiaomi ElectricPrecision Screwdriver Kit-Poids net de la visseuseEnviron 59g -Dimensions du tournevis 159 × 16.4 mm -BoîtierAlliage d'aluminium anodisé -Embouts de précisionAlliage d'aluminium anodisé -Batterie au lithium 350mAh -Temps de charge160–200min- Type d'embout de précisionC4 x 28mm, C4 x 45mm -Embouts cruciformesPH000/PH00/PH0/PH1 -Embouts à fenteSL1.5/SL2.0 -Embouts cruciformesT2/T3/T4 -Embouts de sécurité en étoileT5H/T6H/T8H/T9H/T10H -Embouts de type pentalobeP2/P5 -Embouts à trois branchesY0.6/Y1 -Embouts de typeWW1.5 - Embouts hexagonauxH0.7/H0.9/H1.5/H2.0 -Embouts triangulaires2.3 -Conteneur de stockage -Câble de charge de type C - Garantie 1 an",https://www.tunisianet.com.tn/accessoires-reseau/58291-coffret-de-24-tournevis-xiaomi-electric-precision-screwdriver-kit.html,Coffret de 24 tournevis Xiaomi Electric Precision Screwdriver Kit,https://www.tunisianet.com.tn/264184-home/coffret-de-24-tournevis-xiaomi-electric-precision-screwdriver-kit.jpg,-1.0,0,En stock,Xiaomi,"['Accueil', 'Réseau & Connectiques', 'Coffrets et Accessoires', 'Accessoires']",no offer,12
2.2,Câble alimentation Trefle PC Portable,https://www.tunisianet.com.tn/cables-alimentation/4207-cable-alimentation-trefle-pc-portable.html,Câble alimentation Trefle PC Portable,https://www.tunisianet.com.tn/11031-home/cable-alimentation-trefle-pc-portable.jpg,-1.0,0,En stock,Noname,"['Accueil', 'Réseau & Connectiques', 'Câbles et Connectiques', 'Câbles Alimentation']",no offer,0
799.0,"Écran Full HD 15.6"" (1920 x 1080 px ) antireflet - Processeur Intel Celeron N100, up to3.4 GHz,6 Mo de mémoire Cache - Mémoire8 Go - Disque SSD256 Go SSD M.2, PCIe NVMe - Carte Graphique IntelUHD Graphics - Wi-Fi 6 - Bluetooth 5.3 -Caméra HP True Vision HD 720p - Doubles haut-parleurs - Clavier avec pavé numérique - 1x USB-C - 2x USB Type A - HDMI 1.4b - 1x Prise Jack - Couleur Gris ardoise - Windows 11-Garantie 1 anAvec ",https://www.tunisianet.com.tn/pc-portable-tunisie/75598-pc-portable-hp-15-fd0029nk-intel-n100-4-go-windows-11-bleu-avec-sacoche-offerte.html,Pc Portable HP 15-fd0029nk / Intel N100 / 8 Go / Windows 11 / Bleu AVEC SACOCHE OFFERTE,https://www.tunisianet.com.tn/370608-home/pc-portable-hp-15-fd0029nk-intel-n100-4-go-windows-11-bleu-avec-sacoche-offerte.jpg,939.0,-140.0,En stock,HP,"['Accueil', 'Informatique', 'Ordinateur Portable', 'Pc Portable']",SACOCHE Offerte,12
75.0,Puissance 750W -Cuit 2x Gaufres à la fois -Revêtement anti adhésif -Corps en bakélite -Chaque “Croque” est coupé en diagonale -Système de verrouillage-Contrôle automatique de la température -Témoins de chauffe et de mise en fonction-Poignée isolante -Parois froides - Garantie 1 an,https://www.tunisianet.com.tn/appareil-de-cuisson-convivial/76483-appareil-a-gaufres-kiwi-ksm2405w-750-watts-noirr.html,APPAREIL À GAUFRES KIWI KSM2405W / 750 W /  NOIR,https://www.tunisianet.com.tn/375608-home/appareil-a-gaufres-kiwi-ksm2405w-750-watts-noirr.jpg,-1.0,0,En stock,Kiwi-home,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Appareil de cuisson / Convivial']",no offer,12
739.0,Paiement 6 * sans intérêt - Réfrigérateur MontBlanc FG23 - Capacité: 230L- Nombre d'étoiles4 - Classe climatique N - Système de froid statique - Dégivrage automatique - Thermostat réglable - Poignées apparentes - Pouvoir de congélation: 2Kg/24h -Dimensions:55 x 56 x 152cm - Poids: 36 Kg- Couleur Gris-Garantie 2 ans+ ,https://www.tunisianet.com.tn/refrigerateur-tunisie/58344-refrigerateur-montblanc-fg23-230l-gris-livraison-installation-et-mise-en-marche-gratuites-.html,Réfrigérateur MontBlanc FG23 230L / Gris + Livraison + Installation et Mise en Marche Gratuites,https://www.tunisianet.com.tn/361268-home/refrigerateur-montblanc-fg23-230l-gris-livraison-installation-et-mise-en-marche-gratuites-.jpg,-1.0,0,En stock,MontBlanc,"['Accueil', 'Electroménager', 'Gros Electro Cuisine', 'Réfrigérateurs']",Livraison + Installation et Mise en Marche Gratuites,24
1089.0,CongélateurVerticalBIOLUX - Capacité brut:280 Litres- Capacité Net : 182 Litres -Classe Énergétique: 2- Silencieux - Preserve l’environnement - Congélation rapide - Dimensions: 54 x 59.5 x 145.5 cm - Couleur: Blanc - Garantie: 1an,https://www.tunisianet.com.tn/congelateur-tunisie/75981-congelateur-vertical-biolux-cv28s-280l-blanc.html,CONGÉLATEUR VERTICAL BIOLUX CV28S 280L / Blanc,https://www.tunisianet.com.tn/372688-home/congelateur-vertical-biolux-cv28s-280l-blanc.jpg,-1.0,0,Sur commande,BioLux,"['Accueil', 'Electroménager', 'Gros Electro Cuisine', 'Congélateurs']",no offer,12
279.0,FOUR ÉLECTRIQUE VENTILÉ FOCUS -Puissance: 2000 Watts - Volume: 45 Litres - Température: Réglable jusqu'à 250°C - Minuterie: 90 min - Chaleur tournante - 6 Fonctions - Fonction Yaourt - Cavité Emaillée - Thermostat capillaire - Alimentation: 220-240V/50-60hz - 1 x Grill - 1 x Plateau rectangulaire - 1 x Plateau Rond - Couleur: Rouge - Garantie: 1an,https://www.tunisianet.com.tn/four-electrique-tunisie-micro-onde/73427-four-electrique-ventile-focus-f45r-45l-rouge.html,FOUR ÉLECTRIQUE VENTILÉ FOCUS F45R 45L / ROUGE,https://www.tunisianet.com.tn/358930-home/four-electrique-ventile-focus-f45r-45l-rouge.jpg,-1.0,0,En stock,FOCUS,"['Accueil', 'Electroménager', 'Petit Electro Cuisine', 'Mini four électrique / Micro-onde']",no offer,12
